subject,trial,emg_file,label,top_k,top_channels,top_ratio,sig_count,sig_channels,sig_ratio,top_mean,rest_mean,mean_ratio,mean_to_median
(03)Manon,trial 4,PaPi14112025_164153_M02DA1_EMG_raw.sig,Wrist Extension,5,20;21;19;22;18,0.3339675496060623,3,19;20;21,0.22480604848767505,0.0002598834473975315,9.597894648589883e-05,2.707713065340985,1.2580954898736856
(03)Manon,trial 5,PaPi14112025_164651_M02DA1_EMG_raw.sig,Wrist Extension,5,20;21;19;22;18,0.26175764590568656,3,19;20;21,0.1743905387003821,0.00016357358410417218,8.543168877744457e-05,1.9146710833528366,1.1023425169265526
(03)Manon,trial 6,PaPi14112025_164942_M02DA1_EMG_raw.sig,Wrist Extension,5,20;19;21;18;22,0.26629635855454087,2,19;20,0.1294011299492854,0.00023677280508678172,0.00012080739128834817,1.959919857234914,1.1247579234188152
(03)Manon,trial 7,PaPi14112025_165321_M02DA1_EMG_raw.sig,Wrist Extension,5,20;21;19;22;18,0.24960027487899264,3,19;20;21,0.1657923532098936,0.00024768912904317463,0.00013789889724277816,1.7961646829351003,1.059256114795371
(03)Manon,trial 8,PaPi14112025_165701_M02DA1_EMG_raw.sig,Wrist Extension,5,19;20;21;18;22,0.24069053029701942,2,19;20,0.1159863047542752,0.0001897404801613813,0.00011084753705710845,1.711724817698271,1.0870100048461349
(04)Marie,trial 1,PaPi17112025_092927_M02DA1_EMG_raw.sig,Wrist Extension,5,12;13;11;14;24,0.22147422105874692,2,12;13,0.10302140249706394,0.00017007677692892513,0.00011071362534122944,1.5361865028331705,1.0772749098601249
(04)Marie,trial 2,PaPi17112025_093357_M02DA1_EMG_raw.sig,Wrist Extension,5,32;13;19;12;31,0.2622614872641556,1,32,0.12147426392048472,0.00024561665384078863,0.0001279475536941584,1.9196666661396478,1.1149848101398958
(04)Marie,trial 3,PaPi17112025_093851_M02DA1_EMG_raw.sig,Wrist Extension,5,13;12;19;20;14,0.19876598794848133,1,13,0.04743530753173086,0.00017215775577482801,0.00012851391020439164,1.3396040592105878,1.0392580299045902
(04)Marie,trial 4,PaPi17112025_094311_M02DA1_EMG_raw.sig,Wrist Extension,5,13;14;12;32;15,0.19294549814814113,1,13,0.04396319768934029,0.00019992842922843092,0.00015486347795737806,1.2909979284041118,1.0034893346402103
(04)Marie,trial 5,PaPi17112025_094747_M02DA1_EMG_raw.sig,Wrist Extension,5,13;14;12;20;15,0.1854555297424295,2,13;14,0.0819258536904317,0.00017424275002213992,0.00014172157476853933,1.229472296696635,1.0327644108468323
(04)Marie,trial 6,PaPi17112025_095039_M02DA1_EMG_raw.sig,Wrist Extension,5,13;14;20;21;12,0.1869319044387075,2,13;14,0.08169138332459103,0.00018808164574404219,0.00015149424874134033,1.2415101385477068,1.0403169833669288
(04)Marie,trial 7,PaPi17112025_095610_M02DA1_EMG_raw.sig,Wrist Extension,5,14;13;1;16;15,0.1945370236830271,1,14,0.042868332415471534,0.0002388465791012846,0.00018313383121573674,1.3042187645816066,1.0135247588256469
(04)Marie,trial 8,PaPi17112025_095950_M02DA1_EMG_raw.sig,Wrist Extension,5,32;20;21;13;19,0.20655249385690413,1,32,0.06318601141045194,0.00020787250621590725,0.0001478737372016894,1.4057432384520299,1.0620568432885888
(05)RubyA,trial 1,PaPi17112025_111917_M02DA1_EMG_raw.sig,Wrist Extension,5,14;13;15;12;16,0.21374227323978945,2,13;14,0.0928044260529204,0.00018333619160207398,0.00012489036883756312,1.467977021034565,1.09884658985321
(05)RubyA,trial 2,PaPi17112025_112343_M02DA1_EMG_raw.sig,Wrist Extension,5,14;15;13;16;12,0.24187952419498737,2,14;15,0.11305040625971216,0.0002196101621048756,0.00012746700850555588,1.7228784505074777,1.1517722755225133
(05)RubyA,trial 3,PaPi17112025_112827_M02DA1_EMG_raw.sig,Wrist Extension,5,14;13;15;16;17,0.19953101063662973,2,13;14,0.08294641747162361,0.00015341662526957385,0.00011397583298998514,1.3460452206833557,1.050710147856051
(05)RubyA,trial 4,PaPi17112025_113239_M02DA1_EMG_raw.sig,Wrist Extension,5,14;13;17;16;15,0.19878619970417868,1,14,0.04133296760234255,0.00012239190101748926,9.135264166893924e-05,1.339774075292052,1.0803017150970695
(05)RubyA,trial 5,PaPi17112025_113839_M02DA1_EMG_raw.sig,Wrist Extension,5,14;15;13;16;17,0.2109926476006344,3,13;14;15,0.1364015878577308,0.00016363857184505752,0.00011331976079640522,1.4440426867742606,1.10112026248484
(05)RubyA,trial 6,PaPi17112025_114304_M02DA1_EMG_raw.sig,Wrist Extension,5,14;15;13;12;16,0.2529602299858293,3,13;14;15,0.16602086396057422,0.00019601110456067533,0.00010719595349730236,1.8285308182422022,1.1927876797326333
(05)RubyA,trial 7,PaPi17112025_115015_M02DA1_EMG_raw.sig,Wrist Extension,5,17;18;16;19;15,0.2622293161331308,3,16;17;18,0.17028868268790226,6.739096942690136e-05,3.511139589273932e-05,1.9193474857214983,1.1701601983189904
(05)RubyA,trial 8,PaPi17112025_115440_M02DA1_EMG_raw.sig,Wrist Extension,5,14;15;16;13;17,0.24407411034955737,1,14,0.05200917774905373,0.0002712166521758965,0.00015555361048031434,1.743557422668885,1.1663239011710966
(06)Arsh,trial 1,PaPi17112025_164049_M02DA1_EMG_raw.sig,Wrist Extension,5,12;19;18;15;13,0.24528782649168132,2,12;19,0.1081234686180636,0.00010771095480846134,6.137216955283758e-05,1.7550455783664118,1.1536842959915437
(06)Arsh,trial 2,PaPi17112025_164449_M02DA1_EMG_raw.sig,Wrist Extension,5,18;19;12;1;14,0.28059964876457943,2,18;19,0.12355311328997626,0.0001376459010105756,6.535112159309341e-05,2.106251547871255,1.2890755376865481
(06)Arsh,trial 3,PaPi17112025_164749_M02DA1_EMG_raw.sig,Wrist Extension,5,14;1;16;17;15,0.26406203699406305,3,1;14;16,0.17000796226172213,0.0001236649740421955,6.382461269735755e-05,1.9375750014902238,1.204901273718902
(06)Arsh,trial 4,PaPi17112025_165107_M02DA1_EMG_raw.sig,Wrist Extension,5,15;12;16;13;14,0.28007771339137005,2,12;15,0.11911688639124356,0.0001131702259645275,5.386981564790938e-05,2.1008096018780322,1.2256571466900512
(06)Arsh,trial 5,PaPi17112025_165407_M02DA1_EMG_raw.sig,Wrist Extension,5,13;15;16;14;19,0.23240442921690405,2,13;15,0.10186395511342837,0.00011019558302748002,6.739978118761051e-05,1.6349546109169903,1.1399170844667208
(06)Arsh,trial 6,PaPi17112025_165727_M02DA1_EMG_raw.sig,Wrist Extension,5,1;13;14;19;15,0.22467300208142513,2,1;13,0.10510184227402677,0.00031200874300567046,0.00019939167540597923,1.5648032565571899,1.0924670578815587
(06)Arsh,trial 7,PaPi17112025_170054_M02DA1_EMG_raw.sig,Wrist Extension,5,1;13;19;15;16,0.2680173344577723,1,1,0.0735899998255715,0.00012877832524675248,6.513087695731473e-05,1.9772238800216189,1.2135497317727966
(06)Arsh,trial 8,PaPi17112025_170403_M02DA1_EMG_raw.sig,Wrist Extension,5,14;16;1;15;21,0.2637563269657254,1,14,0.061089229065904284,0.0001194542165419215,6.174850024277683e-05,1.9345282245279298,1.2467736802195004
(07)Noah,trial 1,PaPi18112025_102609_M02DA1_EMG_raw.sig,Wrist Extension,5,14;16;15;17;20,0.23819827882118888,1,14,0.05222854223376842,0.00016607166097224127,9.835696064093895e-05,1.6884586499017695,1.1972771168224794
(07)Noah,trial 2,PaPi18112025_102938_M02DA1_EMG_raw.sig,Wrist Extension,5,15;14;16;17;13,0.2627608815792676,2,14;15,0.13590144306346544,0.00025055580882793374,0.0001301842294262503,1.9246248945220683,1.1659408194558654
(07)Noah,trial 3,PaPi18112025_103902_M02DA1_EMG_raw.sig,Wrist Extension,5,15;14;16;13;17,0.301579074538655,3,14;15;16,0.21944595114845708,0.00036039024899440066,0.0001545593599873782,2.3317271048730484,1.240214473110984
(07)Noah,trial 4,PaPi18112025_104224_M02DA1_EMG_raw.sig,Wrist Extension,5,15;16;14;32;30,0.23230261851774534,2,15;16,0.12185087861192578,0.00029660929140757356,0.0001815210293444813,1.634021647401986,1.0655629827301183
(07)Noah,trial 5,PaPi18112025_104542_M02DA1_EMG_raw.sig,Wrist Extension,5,15;14;16;13;23,0.25872725031968924,2,14;15,0.12607863647370907,0.0002521666581672403,0.0001337918827548068,1.8847679917127154,1.1395219482053294
(07)Noah,trial 6,PaPi18112025_104912_M02DA1_EMG_raw.sig,Wrist Extension,5,15;16;14;22;21,0.23393767615100697,2,15;16,0.11213584211038181,0.00019540463432842116,0.00011849636599591962,1.6490348263941685,1.0767989434495329
(07)Noah,trial 7,PaPi18112025_105429_M02DA1_EMG_raw.sig,Wrist Extension,5,15;16;17;14;18,0.23132958116675503,2,15;16,0.10828207109763974,0.00021283954390478892,0.00013096871198067564,1.625117485588415,1.1203031419570255
(07)Noah,trial 8,PaPi18112025_105806_M02DA1_EMG_raw.sig,Wrist Extension,5,15;16;14;13;21,0.24734505843170307,2,15;16,0.12275523863259762,0.0002136085943851269,0.00012036982842602344,1.7746024662351818,1.093972993495068
(08)Zoe,trial 1,PaPi18112025_111433_M02DA1_EMG_raw.sig,Wrist Extension,5,12;13;11;14;15,0.25079280612720445,2,12;13,0.11993564256260757,0.000472964079333423,0.0002616503152778391,1.8076189926665893,1.1340056900634772
(08)Zoe,trial 2,PaPi18112025_111820_M02DA1_EMG_raw.sig,Wrist Extension,5,13;14;12;15;1,0.23803128038863114,2,13;14,0.10581054486865224,0.0003755890465870225,0.00022264977921040128,1.686905093366814,1.1219721433012078
(08)Zoe,trial 3,PaPi18112025_112317_M02DA1_EMG_raw.sig,Wrist Extension,5,14;13;15;12;16,0.28066256697572783,3,13;14;15,0.18417222730655516,0.00029473441684678685,0.00013988954589572029,2.1069080963812308,1.1837202664051008
(08)Zoe,trial 4,PaPi18112025_112713_M02DA1_EMG_raw.sig,Wrist Extension,5,12;13;14;11;15,0.2932268099669951,2,12;13,0.13049318378116234,0.00029358277828924275,0.00013104281313562152,2.240357721757713,1.1121849769060816
(08)Zoe,trial 5,PaPi18112025_113053_M02DA1_EMG_raw.sig,Wrist Extension,5,13;14;1;15;12,0.2805885707781236,3,1;13;14,0.18458571239689742,0.00021735810725120029,0.00010320231515152794,2.1061359615049513,1.0260188747561956
(08)Zoe,trial 6,PaPi18112025_113406_M02DA1_EMG_raw.sig,Wrist Extension,5,26;27;32;31;30,0.3112659888030635,2,26;27,0.1668626091973835,0.000793228590084269,0.0003250307574831866,2.4404723916791218,1.2268354545708298
(08)Zoe,trial 7,PaPi18112025_113934_M02DA1_EMG_raw.sig,Wrist Extension,5,27;14;15;16;29,0.23961969476177677,1,27,0.06612946770695122,0.00033978544575412486,0.00019967300855701521,1.701709450915102,1.0436542713038999
(08)Zoe,trial 8,PaPi18112025_114324_M02DA1_EMG_raw.sig,Wrist Extension,5,1;32;4;3;2,0.3118928553941365,2,1;32,0.16253833973471074,0.00027730261433644624,0.00011329502639952649,2.447615073220948,1.1954334654614243
(09)Simeon,trial 1,PaPi18112025_131420_M02DA1_EMG_raw.sig,Wrist Extension,5,17;16;18;15;19,0.26444407258562497,3,16;17;18,0.1821153247134629,0.00019022864151975086,9.798599551358737e-05,1.9413860166718675,1.1640940391161743
(09)Simeon,trial 2,PaPi18112025_131839_M02DA1_EMG_raw.sig,Wrist Extension,5,17;16;18;15;19,0.26422556836955,3,16;17;18,0.17895177461606543,0.0003824363365649467,0.0001972128642368182,1.9392058324638877,1.1693905813269183
(09)Simeon,trial 3,PaPi18112025_132209_M02DA1_EMG_raw.sig,Wrist Extension,5,17;16;18;15;19,0.28319865952954154,3,16;17;18,0.19432980857697457,0.00017281811804909633,8.100337742035487e-05,2.13346805469953,1.1787527660272188
(09)Simeon,trial 4,PaPi18112025_132515_M02DA1_EMG_raw.sig,Wrist Extension,5,17;16;18;19;1,0.2950336200477144,3,16;17;18,0.202345017701849,0.0001921990050941394,8.5046074629615e-05,2.2599397553759792,1.2299524651274907
(09)Simeon,trial 5,PaPi18112025_132928_M02DA1_EMG_raw.sig,Wrist Extension,5,17;18;16;19;15,0.25677615455068015,3,16;17;18,0.16844779887155578,0.00027983806576670683,0.0001499954118822759,1.8656441704119466,1.1760977396533672
(09)Simeon,trial 6,PaPi18112025_133321_M02DA1_EMG_raw.sig,Wrist Extension,5,17;18;16;19;15,0.27340420346259064,3,16;17;18,0.18709299269801888,0.0002234806352819473,0.00010998509420800888,2.0319174783747553,1.1757398541301494
(09)Simeon,trial 7,PaPi18112025_133615_M02DA1_EMG_raw.sig,Wrist Extension,5,17;18;16;15;14,0.21337743715006868,3,16;17;18,0.14144576889563026,0.00043500558518044303,0.0002969743755817024,1.4647916485332118,1.078121704953692
(09)Simeon,trial 8,PaPi18112025_133920_M02DA1_EMG_raw.sig,Wrist Extension,5,17;18;16;19;15,0.26291437854156996,3,16;17;18,0.17296416265242898,0.00032524534539880455,0.00016885772419423183,1.9261502365428358,1.1746552632723246
(10)Adam,trial 1,PaPi19112025_102224_M02DA1_EMG_raw.sig,Wrist Extension,5,18;17;19;20;32,0.22514479929036443,0,,0.0,0.000339561178565951,0.00021641278067387372,1.569044016294294,1.1920148280355793
(10)Adam,trial 2,PaPi19112025_102543_M02DA1_EMG_raw.sig,Wrist Extension,5,19;18;17;16;15,0.22366599006151855,2,18;19,0.09705084348785255,0.0002811579448255452,0.00018071960177336286,1.5557689485069817,1.1574373172089387
(10)Adam,trial 3,PaPi19112025_103020_M02DA1_EMG_raw.sig,Wrist Extension,5,14;18;19;32;17,0.26296502380271386,1,14,0.07840064342919736,0.00030886359550875503,0.00016031090756233324,1.9266536519897155,1.2462981943019935
(10)Adam,trial 4,PaPi19112025_103450_M02DA1_EMG_raw.sig,Wrist Extension,5,32;13;18;12;19,0.2453090653836516,1,32,0.059191660506461394,0.0002973393783250242,0.00016940031153142557,1.7552469392588133,1.1774609716378293
(10)Adam,trial 5,PaPi19112025_103916_M02DA1_EMG_raw.sig,Wrist Extension,5,18;17;12;19;13,0.21139398939691031,1,18,0.04882546131701479,0.00028619018746101163,0.00019770990497960142,1.4475257953846021,1.0693263048339572
(10)Adam,trial 6,PaPi19112025_104310_M02DA1_EMG_raw.sig,Wrist Extension,5,32;18;19;17;12,0.23002517951831847,2,18;32,0.10718294081213764,0.00033605403495362356,0.00020831306041380792,1.6132163498825367,1.1680491112686235
(10)Adam,trial 7,PaPi19112025_104837_M02DA1_EMG_raw.sig,Wrist Extension,5,18;17;19;16;15,0.2343970414336178,2,17;18,0.09967279817936398,0.0002891007657455637,0.0001748666376668644,1.6532642795838786,1.164183173242809
(10)Adam,trial 8,PaPi19112025_105231_M02DA1_EMG_raw.sig,Wrist Extension,5,14;13;17;18;16,0.2187714645067502,0,,0.0,0.0003071015755046993,0.0002030839999581891,1.5121899094361215,1.1613171548608403
(11)Francesco,trial 1,PaPi19112025_155750_M02DA1_EMG_raw.sig,Wrist Extension,5,21;17;18;32;16,0.22424659096471145,1,21,0.04914347817198165,0.00020986643807407445,0.0001344457490083748,1.5609748885478083,1.1580575755713922
(11)Francesco,trial 2,PaPi19112025_160101_M02DA1_EMG_raw.sig,Wrist Extension,5,20;32;16;21;15,0.23178234391102726,2,20;32,0.10142925113319015,0.0001365223162003114,8.379417356366723e-05,1.6292578635742625,1.1464538510883537
(11)Francesco,trial 3,PaPi19112025_160509_M02DA1_EMG_raw.sig,Wrist Extension,5,20;21;32;22;19,0.2595589198643641,2,20;21,0.1297349712380512,0.00013747472594052206,7.26245827458077e-05,1.892950303366223,1.1586675010744274
(11)Francesco,trial 4,PaPi19112025_160810_M02DA1_EMG_raw.sig,Wrist Extension,5,20;19;21;15;14,0.2489162558361514,2,19;20,0.12279461189489134,0.0001531912701654348,8.56003144530487e-05,1.7896110679530195,1.1010853023686173
